NOM_ETABLISSENTFR,NOM_ETABLISSENTAR,ADRESSEFR,ADRESSEAR,TELEPHONE,PROVINCE,REGION
LYCEE COLLEGIAL GHARB,الثانوية الإعدادية الغرب,avenue bir anzarane,شارع بئر انزران,0661048549 ,Kenitra,Gharb - Chrarda - Beni Hssen
ALJAHED,الجاحض,COLLECTIVITE BEN MANSOUR KENITRA,جماعة  بنمنصور القنيطرة,0661048553,Kenitra,Gharb - Chrarda - Beni Hssen
Collège 11 JANVIER,ثانوية 11 يناير الإعدادية,DAR BEL AMRI     SIDI SLIMANE,دار بلعامري    سيدي سليمان,0671832944,Sidi slimane,Gharb - Chrarda - Beni Hssen
MOSTAFA ALMAANI,مصطفى المعاني,LALLA MIMOUNA CENTRE ,للا ميمونة المركز,0537-44-05-26,Kenitra,Gharb - Chrarda - Beni Hssen
CHARIF RADI,الشريف الرضي,CHARIF RADI ARBAOUA CENTRE,الشريف الرضي عرباوة المركز,0661048563,Kenitra,Gharb - Chrarda - Beni Hssen
MOULAY ISMAIL,مولاي اسماعيل,HAY ASSALAM MUNICIPALITE KHEMISSET,حي السلام,0679-79-87-48,Khemisset,Rabat - Salé - Zemmour - Zaer
EL MANSOUR DAHBI,المنصور الدهبي,HAY MAAMORA MUNICIPALITE KHEMISSET,حي المعمورة,0679798750,Khemisset,Rabat - Salé - Zemmour - Zaer
IMAM MALEK,الامام مالك,HAYlalla mimouna  MUNICIPALITE KHEMISSET,حي للا ميمونة,079798747,Khemisset,Rabat - Salé - Zemmour - Zaer
MASSIRA,المسيرة,RUE ALARZ MUNICIPALITE KHEMISSET,شارع الارز,0679798749,Khemisset,Rabat - Salé - Zemmour - Zaer
ABDELLAH BEN YASSINE,عبد الله بن ياسين,ROMANI CENTRE,الرماني المركز,0679798755,Khemisset,Rabat - Salé - Zemmour - Zaer
3 MARS, مارس3,HAY ALANDALOUS MUNICIPALITE TIFLET,  حي الاندلس تيفلت,0537515637,Khemisset,Rabat - Salé - Zemmour - Zaer
IBN AJeRROUM,ابن اجروم,RUE asila MUNICIPALITE TIFLET,زنقة اصيلا,079798762,Khemisset,Rabat - Salé - Zemmour - Zaer
EL JAHID,الجاحظ,HAD AIT MIMOUN,حد ايت ميمون,0679798753,Khemisset,Rabat - Salé - Zemmour - Zaer
20 AOUT,20غشت,KHMISS AIT YADINE,خميس ايت يادين,0660958697,Khemisset,Rabat - Salé - Zemmour - Zaer
IMAM BOUSSAIRI,ثانوية الإمام البوصيري الإعدادية,CENTRE AIN SBIT COMMUNE AIN SBIT,عين السبيت المركز,0679798751,Khemisset,Rabat - Salé - Zemmour - Zaer
AL QODS,القدس,CENTRE SIDI ABDERRAZAK COMMUNE SIDI ABDERRAZAK,مركز سيدي عبد الرزاق,0679-79-87-59,Khemisset,Rabat - Salé - Zemmour - Zaer
IMAM GHAZALI,الامام الغزالي, sidi allal bahraoui, سيدي علال البحراوي,0679798764,Khemisset,Rabat - Salé - Zemmour - Zaer
AZZAYTOUNE,الزيتون,HAY SIDI GHRIB MUNICIPALITE KHEMISSET,حي سيدي غريب,0679798765,Khemisset,Rabat - Salé - Zemmour - Zaer
11 JANVIER,11 يناير,CENTRE MAAZIZ COMMUNE MAAZIZ,المعازيز المركز,0679798766,Khemisset,Rabat - Salé - Zemmour - Zaer
PRINCE MOULAY ABDELLAH,الامير مولاي عبدالله,BOULVARD MOHAMED V MUNICIPALITE KHENIFRA,شارع  المصلى  خنيفرة,0535-58-60-40,Khenifra,Meknès - Tafilalet
IBN ABDOUN,ابن عبدون,HAY ELFATH MUNICIPALITE KHENIFRA,حي الفتح بلدية خنيفرة,035-58-67-76,Khenifra,Meknès - Tafilalet
BADR,بدر,ROUTE DE TADLA MUNICIPALITE KHENIFRA,طريق تادلة بلدية خنيفرة,0535-38-32-99,Khenifra,Meknès - Tafilalet
EL AYACHI,العياشي,RUE TARIK MUNICIPALITE MIDELT,زنقة طارق بلدية ميدلت,0535-58-20-65,Midelt,Meknès - Tafilalet
MOULAY YOUSSEF,مولاي يوسف,QUARTIER SOUK EL HAD MUNICIPALITE MIDELT,حي سوق الاحد بلدية ميدلت,0661124979,Midelt,Meknès - Tafilalet
HOUMANE EL FATOUAKI,حمان الفطواكي,QUARTIER TAHAJJAOUITE MUNICIPALITE MRIRT,حي تاحجاويت بلدية مريرت,035-39-00-90,Khenifra,Meknès - Tafilalet
SIDI YAHYA OU SAAD,سيدي يحيى وسعد,SIDI YAHYA OUSAID CENTRE COMMUNE SIDI YAHYA OUSAAD,مركزجماعة سيدي يحيى وسعد,035-39-45-65,Khenifra,Meknès - Tafilalet
20 AOUT,20 غشت,KERROUCHEN CENTRE COMMUNE KERROUCHEN,مركز جماعة كروشن,-  -  -,Khenifra,Meknès - Tafilalet
EL KAIRAOUANE,القيروان,GUERROUANE CENTRE COMMUNE AIT IZDEG,كروان مركز جماعة ايت ازدك,0535582380,Midelt,Meknès - Tafilalet
IBN EL KHATIB,ابن الخطيب,KAHF ENSSOUR CENTRE COMMUNE SIDI LAMINE,كهف النسور مركز جماعة سيدي لامين,035-38-29-17,Khenifra,Meknès - Tafilalet
11 JANVIER,11 يناير,TIGHZA CENTRE COMMUNE EL HAMMAM,تيغزى مركز جماعة الحمام,0661124996,Khenifra,Meknès - Tafilalet
CADI AYAD,القاضي  عياض,QUARTIER YASMINA 2 MUNICIPALITE KHOURIBGA,حي  ياسمينة 2,0523-49-98-78,Khouribga,Chaouia - Ourdigha
AL IMAM MALIK,الامام  مالك,AVENUE IMAM MALIK MUNICIPALITE KHOURIBGA,زنقة  الامام  مالك,023-56-16-44,Khouribga,Chaouia - Ourdigha
MOULAY RACHID,مولاي  رشيد,AVENUE BENI AMIR MUNICIPALITE KHOURIBGA,شارع  بني  عمير,023-56-25-28,Khouribga,Chaouia - Ourdigha
AL MASSIRA KHOURIBGA,المسيرة,BD. TARABOULS HAY RIAD MUNICIPALITE KHOURIBGA,شارع  طرابلس-حي  الرياض,023-49-36-65,Khouribga,Chaouia - Ourdigha
IBN KHALDOUN,ابن  حلدون,Bd  AL  wiam-hay  mabchour,شارع  الوئام  حي  مبشور,023-56-14-72,Khouribga,Chaouia - Ourdigha
AL KHANSA,الخنساء,QUARTIER LA FERME MUNICIPALITE KHOURIBGA,حي  الضيعة,023-49-39-88,Khouribga,Chaouia - Ourdigha
BADRE,بدر,HAY BEN JELLOUNE MUNICIPALITE KHOURIBGA,دوار  بن  جلون,023-49-41-61,Khouribga,Chaouia - Ourdigha
OMAR IBN AL KHATTAB,عمر  بن  الخطاب,RUE DES ECOLES MUNICIPALITE OUED ZEM,زنقة  المدارس,0523-41-61-14,Khouribga,Chaouia - Ourdigha
HASSAN II,الحسن  الثاني,BOULEVARD MASSIRA MUNICIPALITE OUED ZEM,شارع  المسيرة,023-41-63-73,Khouribga,Chaouia - Ourdigha
SIDI  ABDELAZIZ,سيدي  عبد  العزيز,RUE OUED GROU MUNICIPALITE OUED ZEM,زنقة  واد  كرو,0523-41-67-68,Khouribga,Chaouia - Ourdigha
OUED ED DAHAB,وادي الذهب,HAY ZIDANYA MUNICIPALITE OUED ZEM,حي  الزيدانية,023-41-66-85,Khouribga,Chaouia - Ourdigha
MOHAMED V,محمد  الخامس,DERB CHBOUKI MUNICIPALITE BOUJAAD,درب  الشبوكي,023-41-40-22,Khouribga,Chaouia - Ourdigha
COLLEGE ABOU ELKACIM ES SEJELMASSI,ابو  القاسم  السجلماسي,derb sultan route beni mellal  BOUJAAD,درب السلطان طريق  بني ملال,023-41-45-80,Khouribga,Chaouia - Ourdigha
BOUABID CHERKI,بوعبيد  الشرقي,DERB LAKHTATER MUNICIPALITE BOUJAAD,درب  القطاطرجنان بن رحال ,023-41-42-09,Khouribga,Chaouia - Ourdigha
COLLEGE KHALID IBNOU AL WALID,خالد  بن  الوليد,QUARTIER SALAM  MUNICIPALITE BOUJNIBA,حي  السلام,0523-57-05-40,Khouribga,Chaouia - Ourdigha
COLLEGE OTHMANE IBNOU AFFANE,عثمان  بن  عفان,CENTRE HATTANE MUNICIPALITE HATTANE,مركز  حطان,0523-57-41-95,Khouribga,Chaouia - Ourdigha
COLLEGE TARIK IBNOU ZIYAD,طارق  بن  زياد,CENTRE BOULANOUARE,مركز  بولنوار,023-57-73-40,Khouribga,Chaouia - Ourdigha
COLLEGE HAFID IBRAHIM,إعدادية حافظ ابراهيم,CENTRE COMMUNE MAADNA COMMUNE MAADNA,مركز  جماعة  المعادنة,023-58-66-11,Khouribga,Chaouia - Ourdigha
COLLEGE AL IMAM CHAFII,الامام  الشافعي,CENTRE COMMUNE BENI YEKHLEF,مركز  جماعة  بني  يخلف,0523-56-28-46,Khouribga,Chaouia - Ourdigha
COLLEGE SAKIA EL HAMRA,الساقية  الحمراء,CENTRE COMMUNE OULED ABDOUNE COMMUNE OULED ABDOUNE,مركز  اولاد  عبدون,0523-56-34-57,Khouribga,Chaouia - Ourdigha
college al jahid,الجاحظ,RUE DE RESISTANCE MUNICIPALITE NADOR,شارع المقاومة رقم 44   الناظور,036-33-78-13,Nador,l'Oriental
ALKYNDI,الكندي,lycee collegial alkindy,الثانوية الاعدادية الكندي,036-60-22-27,Nador,l'Oriental
TARIQ IBN ZYAD,طارق ابن زياد,RUE AL FARABI  NADOR,شارع الفرابي,036-60-67-36,Nador,l'Oriental
AL MASSIRA,المسيرة,HAY OULAD MIMOUNE NADOR,حي اولاد ميمون الناظور,O536607176,Nador,l'Oriental
 collEge ANNAJAH,الثانوية الإعدادية النجاح,Rue Smara BP  214 Al Aroui   NADOR,شارع اسمارة ص ب : 214 العروي  -  الناظور,036-36-14-58,Nador,l'Oriental
ALLAL AL FASSI 1,علال الفاسي 1,ZAIO CENTRE,زايو المركز,0536-60-80-78,Nador,l'Oriental
SABRA,صبرا,ZAIO CENTRE,زايو المركز,0536339132,Nador,l'Oriental
AZZARQTOUNI,الزرقطوني,JAADAR SEGANGAN  BENI BOUYAFROUR,جعدار ازغنغان بني بويفرور,0536352884,Nador,l'Oriental
SALOUANE,سلوان,HAY SONASID SALOUANE,حي سونصيد سلوان,0536-35-83-20,Nador,l'Oriental
RAS ALMA,راس الماء,RAS ALMA CENTRE,راس الماء,0536-64-03-74,Nador,l'Oriental
C IBN TAYEB,إع. ابن الطيب,IBN TAYEB CENTRE,ابن الطيب المركز,0655395100,Driouch,l'Oriental
C IDRISS I,إع. ادريس الاول,RUE EL MASSIRA MIDAR,شارع المسيرة ميضار,035364038,Driouch,l'Oriental
C AZIZ AMINE,إع. عزيز امين,DROUICH CENTRE,الدريوش مركز,0536-36-60-91,Driouch,l'Oriental
C IBNOU BATOUTA,إع. ابن بطوطة,TEMSAMENE CENTRE,تمسمان المركز,0655395010,Driouch,l'Oriental
BENI ANSAR,بني نصار,BENI ANSAR CENTRE  BENI ANSAR,بني نصار النركز,0655394980,Nador,l'Oriental
MANSSOUR EDDAHBI,المنصور الذهبي,HAY ALMOUKAOUAMA OUARZAZATE,حي المقاومة ورزازات,024-88-25-41,Ouarzazate,Sous-Massa-Draa
EL GHAZALI,الغزالي,PLACE 3 MARS OURZAZATE,ساحة 3 مارس ورزازات,024-88-30-72,Ouarzazate,Sous-Massa-Draa
DRAA,درعة,ZAGORA VILLE,زاكورة المركز,0524847310,Zagoura,Sous-Massa-Draa
SIDI AHMED BEN ALI,سيدي أحمد بن علي,ZAGORA VILLE,زاكورة,0524847333,Zagoura,Sous-Massa-Draa
YOUSSEF IBN TACHFINE,يوسف بن تاشفين,CENTRE MSEMRIR,مركز امسمرير,0661945730,Tinghir,Sous-Massa-Draa
ENNAKHIL,انخيل,AGDZ CENTRE ZAGORA,اكدز,0524843049,Zagoura,Sous-Massa-Draa
IBN TOUMERT,ابن تومرت,TIMADLINE AIT ZINEB  AMERZEGANE OUARZAZATE,تيمدلين ايت زينب امرزكان ورزازات,0661470565,Ouarzazate,Sous-Massa-Draa
CADI AYAD,القاضي عياض,TABOUNTE OUARZAZATE,تابونت ورزازات,0524854016,Ouarzazate,Sous-Massa-Draa
my taher ben abd elkarim,مولاي الطاهر بن عبد الكريم,SKOURA OUARZAZATE,سكورة ورزازات,0524-85-21-70,Ouarzazate,Sous-Massa-Draa
ELLOUZ,اللوز,TONDOUTE OUARZAZATE,مركز توندوت ورزازات,0524-89-40-07,Ouarzazate,Sous-Massa-Draa
MOUSSA IBN NOUCAIR,موسى بن نصير,NKOB ,النقوب,0524839783,Zagoura,Sous-Massa-Draa
AL GHIZLANE,ثانوية الغزلان,MHAMID ALGHIZLANE C MHAMID AL GHIZLANE,المحاميد,0524848024,Zagoura,Sous-Massa-Draa
ZAID OUHMAD,زايد احماد,TINGHIR CENTRE  ,مركز تنغير ,0661913124,Tinghir,Sous-Massa-Draa
IBN ARABI EL HATIMI,ابن العربي الحاتمي,TAZNAKHTE,تزناخت,0524-84-10-44,Ouarzazate,Sous-Massa-Draa
college OUED EDDAHAB,اعدادية وادي الدهب,QUARTIER MOULAY RACHID,حي مولاي رشيد,0661419575,Oued Ed-dahab,Oued Ed-dhab - Lagouira
college HAY EL JADID,اعدادية الحي الجديد,quartier errahma,حي الرحمة,028-89-71-05,Oued Ed-dahab,Oued Ed-dhab - Lagouira
LYCEE COLLEGIAL  MOHAMED VI,ثانوية محمد السادس الإعدادية,QUARTIER EL MASSIRA I,حي المسيرة 1,0661924388,Oued Ed-dahab,Oued Ed-dhab - Lagouira
LYCEE COLLEGIAL HASSAN II,ثانويةالحسن الثاني الإعدادية,avenue bahia aini,شارع باهيا عيني,061902258,Oued Ed-dahab,Oued Ed-dhab - Lagouira
AHMED TAIEB BENHIMA,احمد الطيب بنهيمة,AVENUE MOULAY SOULAIMAN COMMUNE ASFI,شارع مولاي سليمان الجريفات جماعة بودهب,0661137151,Safi,Doukala - Abda
FATIMA EL FIHRIYA,فاطمة الفهرية,RUE DAMAS VILLE NOUVELE COMMUNE ASFI,زنقة دمشق المدينة الجديدة جماعة اسفي,0661111854,Safi,Doukala - Abda
MOULAY YOUSSEF,مولاي يوسف,AVENUE MOULAY YOUSSEF COMMUNE ASFI,شارع مولاي يوسف جماعة اسفي,0661110597,Safi,Doukala - Abda
EL HANSSALI,الحنصالي,AVENUE ZARKTOUNI COMMUNE ASFI,شارع الزرقطوني جماعة اسفي,0661286930,Safi,Doukala - Abda
BIR ANZARANE,بئر انزران,QUARTIER AVIATION ZAOUIA COMMUNE ASFI,حي الاداري الزاوية  جماعة الزاوية,0661112486,Safi,Doukala - Abda
ABDERRAHMAN CHANAF,عبد الرحمان الشناف,ROUTE SIDI OUASSEL COMMUNE ASFI,سيدي واصل جماعة اسفي,0661160388,Safi,Doukala - Abda
IMAM ALI,الامام علي,QUARTIER KAOUKI COMMUNE ASFI,حي كوكي جماعة اسفي,0524623365,Safi,Doukala - Abda
SIDI ABDELKARIM,سيدي عبد الكريم,ROUTE SIDI ABDELKARIM COMMUNE ASFI,حي سيدي عبد الكريم جماعة اسفي,0661147349,Safi,Doukala - Abda
OUED EDDAHAB,وادي الذهب,QUARTIER CHANGUIT COMMUNE ASFI,حي شنقيط جماعة اسفي,0661345583,Safi,Doukala - Abda
MOULAY IDRISS 2,المولى ادريس 2,ROUTE TAKABROTE NAJAH AL AMIR COMMUNE ASFI BIYADA,نجاح الأمير- طريق تكابروت- أسفي,0661112388,Safi,Doukala - Abda
IBN ELKHATIB,ابن الخطيب,ROUTE DAR CAID AISSA COMMUNE ASFI,طريق دار القائد عيسى  جماعة اسفي,0661347652,Safi,Doukala - Abda
LYCEE COLLEGIAL OMAR EL KHAIAM,الثانوية الإعدادية عمر الخيام,QUARTIER ESSALAM YOUSSOUFIA,حي السلام اليوسفية,0661112207,Youssoufia,Doukala - Abda
LYCEE COLLEGIAL ALLAL EL FASSI,الثانوية الإعدادية علال الفاسي ,QUARTIER ETTAKKADDOUM YOUSSOUFIA,حي الامل اليوسفية,0661133702,Youssoufia,Doukala - Abda
LYCEE COLLEGIAL LALLA AICHA,الثانوية الإعدادية الاميرة للا عائشة,QUARTIER BOUKIRAA,حي بوكراع,0661111993,Youssoufia,Doukala - Abda
IBN ABBAD,ابن عباد,ROUTE YOUSSOUFIA JEMAAT SHAIM,طريق اليوسفية جمعة سحيم,0661111894,Safi,Doukala - Abda
MOULAY RACHID,مولاي رشيد,ROUTE NATIONALe  N 1 Quartier ADMINISTRATIF,الطريق الوطنية رقم 1 الحي الاداري,0661149380,Safi,Doukala - Abda
LYCEE COLLEGIAL SULTAN MOULAY EL HASSAN, الثانوية الإعدادية السلطان مولاي الحسن,QUATIER ADMINISTRATIF ECHEMAIA,الحي الاداري الشماعية,0661103721,Youssoufia,Doukala - Abda
FQIH EL JAZOULI,الفقيه الجزولي,ROUTE KHMISS NEGGA SEBT GZOULA,طريق خميس نكة سبت جزولة,0661111874,Safi,Doukala - Abda
IBNOU ROCHD,ابن رشد,CENTRE BOUGUEDRA,مركز بوكدرة,0661111681,Safi,Doukala - Abda
LYCEE COLLEGIAL ABOU BAKR ESSEDIK, الثانوية الإعدادية ابو بكر الصديق,SIDI AHMED COMMUNE EL GANTOUR,سيدي احمد- جماعة الكنتور,0661112475,Youssoufia,Doukala - Abda
EL MANSSOUR EDDAHBI,المنصور الذهبي,HAD HRARA COMMUNE HRARA,احد احرارة -المركز-,0661285792,Safi,Doukala - Abda
ZYNEB ENNEFZAOUIA,زينب النفزاوية,BOULEVARD MOULAY ISMAIL,شارع مولاي اسماعيل,0522534893,Berrechid,Chaouia - Ourdigha
MOULAY ISMAIL,الثانوية الإعدادية مولاي إسماعيل,BOULEVARD MOHAMMED V SETTAT,شارع محمد الخامس سطات,023-40-34-32,Settat,Chaouia - Ourdigha
MOULAY ABDELLAH,الثانوية الإعدادية مولاي عبد الله,HAY MEBROUKA COMMUNE SETTAT,حي مبروكة سطات,023-40-27-47,Settat,Chaouia - Ourdigha
LAAROUSSIA,الثانوية الإعدادية العروسية,BOLEVARD IBN SINA COMMUNE SETTAT,شارع ابن سينا سطات,0671803625,Settat,Chaouia - Ourdigha
SMARA,الثانوية الإعداديةالسمارة,BOULEVARD CHENGUITE COMMUNE SETTAT,شارع شنكيط  حي السماعلة جماعة سطات,023-40-14-80,Settat,Chaouia - Ourdigha
AL MASSIRA,الثانوية الإعدادية المسيرة الخضراء,HAY ELFARAH COMMUNE SETTAT,شارع طه حسين الفرح 1 سطات,0523403031,Settat,Chaouia - Ourdigha
IBN KHALDOUN,الثانوية الإعدادية بن خلدون,ROUTE ELGARA COMMUNE BERRECHID,طريق الكارة بلدية برشيد,022337209,Berrechid,Chaouia - Ourdigha
SAKIA AL HAMRA,الثانوية الإعدادية الساقية الحمراء,BOULEVARD MOHArMED V COMMUNE EL GARA,شارع محمد الخامس الكارة,0671803538,Berrechid,Chaouia - Ourdigha
ANAS BNOU MALEK,الثانوية الإعدادية أنس بن مالك,BOULEVARD KHOURIBGA COMMUNE BEN AHMED,طريق خريبكة ابن احمد,0523-40-83-61,Settat,Chaouia - Ourdigha
MOHAMMED VI,الثانوية الإعدادية محمد السادس,BOULEVARD LALLA AMINA COMMUNE BEN AHMED,شارع للا مينة بلدية ابن احمد,023-40-80-33,Settat,Chaouia - Ourdigha
OULED FARES,الثانوية الإعدادية أولاد فارس,COMMUNE OULAD FARESS,جماعة اولاد فارس,0523724945,Settat,Chaouia - Ourdigha
BNI KHLOUG,الثانوية الإعدادية بني خلوك,COMMUNE BNI KHLOUG,مركز بني خلوك,-  -  -,Settat,Chaouia - Ourdigha
IBN EL KHATIB,الثانوية الإعدادية ابن الخطيب,BOULEVARD ZERKTOUNI EL GARA,شارع الزرقطوني بلدية الكارة,0522-33-30-85,Berrechid,Chaouia - Ourdigha
BIR ANZARANE,الثانوية الإعدادية بئر انزران,COMMUNE OULAD M'RAH,بلدية اولاد امراح,023-40-74-46,Settat,Chaouia - Ourdigha
IBN ROCHD,ابن رشد,HAY ALMOUSTAAJALAT COMMUNE SIDI KACEM,حي المستعجلات,0537-59-20-75,Sidi Kacem,Gharb - Chrarda - Beni Hssen
EL MAHDI IBN TOUMERT,المهدي ابن تومرت,AVHAMMANE ELFATOUAKI COMMUNE SIDI KACEM,شارع حمان الفطواكي,0674480670,Sidi Kacem,Gharb - Chrarda - Beni Hssen
KADI AYAD,القاضي عياض,ROUTE DE MEKNES COMMUNE SIDI KACEM,طريق مكناس,0665697501,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IBN SINA,ابن سينا,HAY ZAOUIA COMMUNE SIDI KACEM,حي الزاوية,037-59-26-63,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ELKHAWARIZMI,الخوارزمي,N19 HAY AL JADID COMMUNE SIDI KACEM,الحي الجديد رقم 19,-37-59-33-80,Sidi Kacem,Gharb - Chrarda - Beni Hssen
IMAM MALEK,الإمام مالك,ROUTE DE CHEFCHAOUNE  COMMUNE OUEZZANE,طريق شفشاون,037-90-78-16,Ouezzane,Tanger - Tetouan
MOULAY TOUHAMI,مولاي التهامي,route d assjen quartier kechryene,حي القشرين طريق أشجن,0537-90-73-25,Ouezzane,Tanger - Tetouan
IBN BASSAL,ابن بصال,AV TARIK IBNOU ZIAD  COMMUNE BEL KSIRI,شارع طارق لبن زياد,0537-90-61-43,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ELLAIMOUNE,الليمون,ROUTE DE HAD KOURT COMMUNE MECHRA BEL KSIRI,طريق حد كورت,0671832501,Sidi Kacem,Gharb - Chrarda - Beni Hssen
Lycée collégiale Ennahda ,الثانوية الإعدادية النهضة ,HAD KOURT CENTRE COMMUNE HAD KOURT,أحد كورت,0656698446,Sidi Kacem,Gharb - Chrarda - Beni Hssen
ABDELMALEK SAADI,عبد المالك السعدي,MUNICIPALITE DE JORF EL MELHA,بلدية جرف الملح,0656697559,Sidi Kacem,Gharb - Chrarda - Beni Hssen
DAKHLA,الداخلة,ZEGGOUTA CENTRE   COMMUNE ZAGGOTA,زكوطة,0537597035,Sidi Kacem,Gharb - Chrarda - Beni Hssen
AL IMAM AL BOUKHARI,الإمام البخاري,AIN DFALI CENTRE COMMUNE AIN DFALI,عين الدفالي,0661048492,Sidi Kacem,Gharb - Chrarda - Beni Hssen
OMAR ALKHAYAM,عمر الخيام,DOUAR AL KARIA ROUTBIA COMMUNE AL HAOUAFATE,دوار القرية الرتبية,0671833044,Sidi Kacem,Gharb - Chrarda - Beni Hssen
KHALID IBN ALWALID,خالد ابن الوليد,SIDI REDOUANE CENTRE  COMMUNE SIDI REDOUANE, مركز جماعة سيدي رضوان,0613185944,Ouezzane,Tanger - Tetouan
ABI BAKR ARRAZI, ثانوية أبي بكر الرازي الإعدادية,AIN DORRIJ CENTRE COMMUNE LAMJAARA,عين دريج,O613186051,Ouezzane,Tanger - Tetouan
OMAR IBN ABDELAZIZ,عمر ابن عبد العزيز,TEROUAL CENTRE   COMMUNE TEROUAL,تروال,0613184965,Ouezzane,Tanger - Tetouan
11 JANVIER,11يناير,SIDI BOUSBER CENTRE  COMMUNE SIDI BOUSBER,سيدي بوصبر,0673695357,Ouezzane,Tanger - Tetouan
DAR GUEDDARI,دار الكداري,MUNICIPALITE DAR GUEDDARI,دا رالكداري,0671827924,Sidi Kacem,Gharb - Chrarda - Beni Hssen
JABER IBN HAYANE,جابر ابن حيان,KHNICHET CENTRE  COMMUNE KHNICHET,الخنيشات,037998035,Sidi Kacem,Gharb - Chrarda - Beni Hssen
MOULAY ISMAEL,مولاي إسماعيل,AVENUE CHALLA COMMUNE CHARF,شارع شالة,0673695496,Tanger Assilah,Tanger - Tetouan
KASBA,القصبة,AVENUE KASBAH N21 BP 933 COMMUNE TANGER,طريق القصبة رقم 21,0539936550,Tanger Assilah,Tanger - Tetouan
IBN EL ABBAR,ابن الأبار,RUE IBN AL ABBAR COMMUNE TANGER,شارع ابن الأبار,0539932347,Tanger Assilah,Tanger - Tetouan
AICHA OUM EL MOUMININE,عائشة أم المؤمنين,15 RUE HASNOUNA B.P 1585 COMMUNE TANGER,15، شارع حسنونة,0539932556,Tanger Assilah,Tanger - Tetouan
MAA AL AININ,ثانوية ماء العينين الإعدادية,RUE BOUARAKIA COMMUNE TANGER,شارع الحسن الثاني. طريق بوعراقية,0539947750,Tanger Assilah,Tanger - Tetouan
MOHAMED V,محمد الخامس,RUE D ANGLETERRE N40 COMMUNE TANGER,زنقة إنجلترا ص.ب 236,0539934709,Tanger Assilah,Tanger - Tetouan
IBN BATTOUTA,ابن بطوطة,52 RUE ALLAL BEN ABDELLAH BP 136 COMMUNE TANGER,52 زنقة علال بن عبد الله,0539932103,Tanger Assilah,Tanger - Tetouan
OMAR IBN ABDELAZIZ,عمر بن عبد العزيز,AVENUE IMAM MOUSLIM DRADEB COMMUNE TANGER,شارع الإمام مسلم,0539933620,Tanger Assilah,Tanger - Tetouan
IBN ROCHD,ابن رشد,HAY EL FARAH COMMUNE TANGER,حي الفرح فال فلوري,0539314941,Tanger Assilah,Tanger - Tetouan
COLLEGE GZENAYA,إعدادية اجزناية,ROUTE DE RABAT KM 12 COMMUNE BOUKHALEF,ص.ب 280 مركز اجزناية طريق الرباط كلم 12,0539393605,Tanger Assilah,Tanger - Tetouan
 IBN KHALDOUN,ابن خلدون,QUARTIER IBN KHALDOUN SOUANI COMMUNE CHARF,شارع ابن خلدون السواني,0539939632,Tanger Assilah,Tanger - Tetouan
MOHAMED BEN ABDELKRIM KHATTABI,محمد بن عبد الكريم الخطابي,BD MOULAY ABDELAZIZ COMMUNE CHARF SOUANI,شارع مولاي عبد العزيز,0539943035,Tanger Assilah,Tanger - Tetouan
MOHAMED VI,محمد السادس,AVENUE IFNI SOUANI COMMUNE CHARF,شارع إفني جماعة الشرف السواني,0539943256,Tanger Assilah,Tanger - Tetouan
IDRISS II,إدريس الثاني,QUARTIER BELLE VUE RTE DE TETOUAN COMMUNE CHARF,حي المنظر الجميل طريق تطوان ص.ب 117,0539955232,Tanger Assilah,Tanger - Tetouan
IBNOU SINA,ابن سينا,AV royaume d ARABIE SAOUDITE,شارع المملكة العربية السعودية بني مكادة,0539957713,Tanger Assilah,Tanger - Tetouan
KHALIJ TANJAH,خلبج طنجة,RUE SANTANDER HAY ALI BAY BP706 COMMUNE CHARF,شارع سانطاندير علي باي,0539950090,Tanger Assilah,Tanger - Tetouan
MOULAY ABDERRAHMAN,مولاي عبد الرحمن,hay florancia  bendibane  COMMUNE BNI MAKADa,حي فلورانسيا ـ بنديبان ـ جماعة بني مكادة,0539312516,Tanger Assilah,Tanger - Tetouan
EL MASSIRA,المسيرة,QUARTIER SAADA BP 1057  COMMUNE BNI MAKADA,مقاطعة السعادة بني مكادة,0539955343,Tanger Assilah,Tanger - Tetouan
AZZAHRAE,الزهراء,QUARTIER ZAHARA RUE AMANE COMMUNE BNI MAKADA,حي الزهارة شارع عمان,0539959401,Tanger Assilah,Tanger - Tetouan
HASSAN BNOU TABIT,حسان بن ثابت,QUARTIER BIR CHIFA  COMMUNE BNI MAKADA,حي بئر الشفا بني مكادة,0539315868,Tanger Assilah,Tanger - Tetouan
IMAM  ASSILY,الإمام الأصيلي,AVENUE CEbTA N1 MUNICIPALITE ASSILAH,شارع سبتة رقم 1,0539417232,Tanger Assilah,Tanger - Tetouan
ENNAHDA,النهضة,HAD GHARBIA COMMUNE HAD GHARBIA,أحد الغربية جماعة حد الغربية,0539417933,Tanger Assilah,Tanger - Tetouan
COLLEGE SIDI EL YAMANI,إعدادية سيدي اليماني,CENTRE SIDI LYAMANI COMMUNE SIDI LYAMANI,مركز سيدي اليماني جماعة سيدي اليماني,0655791315,Tanger Assilah,Tanger - Tetouan
